,Tweets,Dates
597,"@bVbOCgAExWPuv6n お疲れ様でした(*^-^)ﾉ
日本で初めて発見されましたね。
昔のSARSを思い出しました・・。
注意ですね！⚠️",2020-01-16
598,@olayinka321 please help me call SARS on this guy https://t.co/EJZkbGGJYG,2020-01-16
599,Japan Confirms First Case of New SARS-Like Virus in Traveler https://t.co/JWgnFtLEKI,2020-01-16
600,Outbreak of SARS-Like Virus Widens With First Case in Japan - Bloomberg https://t.co/HwVSdIiKKO,2020-01-16
601,How to check if a SARS email or SMS is a scam https://t.co/gW5OTWV23Y,2020-01-16
602,"一気に拡散しそうな嫌な感じだな…SARS以来かこの感じは…ベトナムはSARS制圧に成功した数少ない国だったな

https://t.co/AexvL9frPs",2020-01-16
603,"どうやら中国当局の情報操作によりリスクを低く考えている人が多いようだ。

SARSと遺伝子構造が8割同じな上、コロナウィルスの特性上
人から人へ飛沫感染し感染力はインフルエンザ並みと考えるべきである。

#武漢
#新型コロナウィルス",2020-01-16
604,Japan confirms case of mystery virus related to deadly Sars https://t.co/1GPlD1X9Wo,2020-01-16
605,"Also, apparently there's a new SARS-like virus in China and two cases in two other countries (both tourists). So if… https://t.co/UngTNdvhbI",2020-01-16
606,"@CNN Virus is known to extend to mutations coupled with different hosts, so it could be one of them. A  little whil… https://t.co/OrTrfcqOyZ",2020-01-16
607,前回中国発重症急性呼吸器症候群SARSで800以上死亡。今回どうなる。日本政府は危機感持つかな。もすでに拡散中。僕はまず神奈川県に行きません。Last time SARs killed over 800. What will ha… https://t.co/FuXUCY8XLL,2020-01-16
608,Shrinking SARS income shows crucial importance of business #business #marketing #smallbusiness #sars #income… https://t.co/8ax6XmQ4Up,2020-01-16
609,"China's new SARS-like virus has spread to Japan, but we still know very little about it https://t.co/A2lJ3MUbef https://t.co/y22gZfVQrL",2020-01-16
610,"Juskoo, magkaibigan nga sila ni ate Sars😌😂💕 https://t.co/i6BaprDsLx",2020-01-16
611,"@Yong_chi_05 저 3월 17일이요!!
치킨먹고싶은르베 생일축하해용:)",2020-01-16
612,"@officialEFCC I think before you van do such thing you have to start from yourselves all the police,Sars on the str… https://t.co/a9kGzsGHSv",2020-01-16
613,"Таиланд сообщает, что у путешественника из Китая обнаружен новый вирус, похожий на SARS
https://t.co/i6VnoSdsvn",2020-01-16
614,🐀🐀🐀🐀 does SARS know? 🤣🤣 https://t.co/mAcyINvBRV,2020-01-16
615,@Sankei_news @WATWAT12345 以前SARSで800人以上死亡。今回はどうなるかな。,2020-01-16
616,@mreazi They are the main target 🎯 sars are always looking out for,2020-01-16
617,@neko_neko628614 SARS（広東省起源）はコウモリ🦇でしたね。今回の新型コロナウイルスも🦇じゃないのかな。そんなもん食ってんじゃねぇよ、が俺の素直な感想。,2020-01-16
618,@James_Thorburn Nuevo virus similar al SARS en China puede propagarse entre personas en casos limitados. #WuhanPneumonia #China #Wuhan,2020-01-16
619,Someone playing amapiano mo Sars 🤦🏽‍♂️,2020-01-16
620,"The country’s response to this outbreak has been far better than to SARS, although even more information-sharing is… https://t.co/391YumaOwI",2020-01-16
621,2019 #tax Amendment Acts promulgated on 15 January 2020 https://t.co/Zmoiiu6PL9,2020-01-16
622,"人からの人へ感染すると変異するしな 
甘く考えてると日本もSARSの時のようなことになるぞ。
海外から戻って警察の先導で運ばれる隔離された日本人の映像を忘れたか #Nスタ",2020-01-16
623,"@suilee However, remember that SARS only really exploded with the ""super spreaders"". It was slowly spreading for some time before that.",2020-01-16
624,흐엉이 너무 추워요,2020-01-16
625,New SARS-Like Virus in China May Spread Between People in Limited Cases https://t.co/spupYTdzck,2020-01-16
626,New SARS-Like Virus in China May Spread Between People in Limited Cases https://t.co/lwR2GdHzgT,2020-01-16
627,@DJFreshSA I'm just wondering how you gonna explain that 400k per day in personal income to SARS,2020-01-16
628,"Imagine being asked by a group of SARS officials—with fully loaded AK47s—to empty your bag, so they could have the… https://t.co/ocd0JI4pTT",2020-01-16
629,"International News:
A case of the mystery respiratory infection related to the potentially deadly SARS virus, which… https://t.co/afJ5zXA52z",2020-01-16
630,"中国の新型肺炎で「人から人への感染排除できず」と武漢市 - 産経ニュース
いい加減な国、SARSの時と一緒、あぶないあぶない！！ https://t.co/FxNVVnng2i",2020-01-16
631,というかSARSはよく日本に来なかったなって感想,2020-01-16
632,"渡航には、要注意、要警戒になるのかな。
SARSの時を思い出します。台北の免税店、開店休業状態だった。
今後の様子しだいだげど、経済活動に影響出ないといいなー。 https://t.co/w449Df6mxK",2020-01-16
633,If you don't have money you can't get angry too much if not boys will harrass you and sars go fit beat you up.,2020-01-16
634,@jieun_wwe_3327 꺄하항 너무 좋아요❤💜🧡💛💚😄😁😍,2020-01-16
635,なんなの中国？？？SARSがアウトブレイクしたの2002年でしょ？そんなコンスタントに危ないウイルスばら撒くの？？？なにしてんの？？？？,2020-01-16
636,武汉疫情一公尺内亲密接触风险高 与SARS相似 港媒记者到武汉医院被带走 https://t.co/GT9de0iAo8,2020-01-16
637,First China. Then Thailand. Now a new case in Japan. The number of patients infected with SARS-like coronavirus is… https://t.co/PuWrwxAfi6,2020-01-16
638,"Japan Reports Case Of Mystery Virus Behind China Outbreak

#japan #asia #china #worldpowers #climatesecurity #news… https://t.co/tumxn784Lg",2020-01-16
639,SARSって私が子供の頃の病気だから認識がふわふわだったんだけど、今話題の中国から感染してきた神奈川の人と同じコロナウイルスでワクチンは未だ研究段階だし治療法も確立されてなくて驚きだし怖いし,2020-01-16
640,SARSは上陸してません https://t.co/b9xnwKMPjC,2020-01-16
641,武漢の肺炎、ドイツ専門家がSARSの一種と指摘―米華字メディア https://t.co/37h9YE48rg @recordchinaから,2020-01-16
642,"@8Ew6bXbdxnxkhQy ＳＡＲＳは半端なく怖かったです😨

実習中に、ＳＡＲＳ疑いのような高熱の発熱者が外来に来て、現場は緊張しまくりでしたから…結果全然違いましたけれど。

私は終わった…

と思いましたけどね😂",2020-01-16
643,"真的假的啊?
之前WHO才說中國當局排除是SARS耶
是真的的話超可怕耶，我還記得以前那種緊張兮兮的氛圍，稍為咳嗽一下都會嚇到別人
https://t.co/y6DDC8Ie0H",2020-01-16
644,ゾンビウイルスってどうなんかなって考えて調べてたらSARSが出てきてそうじゃんゾンビウイルスとかじゃなくまずSARS勉強しなきゃじゃんなどと,2020-01-16
645,"5. All these suggest there could be some form of human to human transmission going on, though this new disease is n… https://t.co/SCT1WKsgNb",2020-01-16
646,Public health officials are focused on whether any of the cases will turn out to be ‘super shedders’. #FMTNews… https://t.co/zczFGjMw3d,2020-01-16
647,@jillianalcott @Bushosho @Sellomab @Chris80109155 @errolbsk @CyrilRamaphosa @EFFSouthAfrica I understand you to lov… https://t.co/9o1Pyf4mt1,2020-01-16
648,ＪＣＣテレビすべて｜＜ナゼナニっ？＞新型肺炎・日本で初確認“ＳＡＲＳ”流行で死者も 日本テレビ【ｎｅｗｓ　ｅｖｅｒｙ．】｜午前１０時過ぎ、厚生労働省で記者会見が行われた。厚生労働省は「中国で相次ぐ... https://t.co/PkJGUpEZdF,2020-01-16
649,"中国・武漢の新型コロナウイルス感染症について現時点で分かっていること（2020年1月16日現在）(忽那賢志) - Y!ニュース
かつてのSARSを思い出す。
今後、原因が分かったり新たなウィルス名がつくだろう。 https://t.co/dwqBhexIv6",2020-01-16
650,"ってか、中国の肺炎…日本に来てもうたかぁ…
SARSとか今回の肺炎とかそれ以前とか、中国発症多ない？！
もうすぐ春節かなんかで大量の観光客来るのに…日本でパンデミックとかやめて頂きたい(´ヮ｀;)",2020-01-16
651,"新型肺炎パンデミックの脅威、真の懸念は中国の秘密主義……SARSの記憶がよみがえる新型肺炎の流行
――見えない正体と少な過ぎる情報がアジアを翻弄する
https://t.co/pVZGz6Hpbo
＃ヘルス　＃新型肺炎　＃中国",2020-01-16
652,Japan reports mystery virus behind China outbreak - https://t.co/ajCpsG9qWk #Japan #MysteriousVirus #China #SARS #coronavirus,2020-01-16
653,В Японії поширюється спалах SARS-подібного вірусу https://t.co/Bs8KRzlnUA,2020-01-16
654,"@8Ew6bXbdxnxkhQy ＳＡＲＳはヨーロッパの医師が命を懸けて抗体からワクチン作ったんです。後にその方は亡くなっています。

中国の武漢、人肉食やってお店で提供しているようなので、何のウイルスかも原因不明でしょうね。リツ… https://t.co/Qsg9sQTf2A",2020-01-16
655,@mreazi this is so accurate for sars,2020-01-16
656,New SARS-Like Virus in China May Spread Between People in Limited Cases The new virus — a type of coronavirus — may… https://t.co/PRu7ZEy8YV,2020-01-16
657,"SARS  鳥インフル PM2.5 等々...
変なものはいつもあの国から発症...👋😩
国家ぐるみで、我が国に向けて拡散させてないよね？

新型コロナウイルス感染症について現時点で分かっていること（2020年1月16日現在）(忽… https://t.co/h5HJbg48Hk",2020-01-16
658,"@MattFrieman @PeterDaszak In the @WHO SARS origins investigation team, we focused on index/early cases and their oc… https://t.co/G5t2vNZq4I",2020-01-16
659,"@hRBekcC7vvkpvOP 令那さんお疲れ様です。

SARSと同じくこの新型ウィルスの意図する闇を感じるだけに危険です！

製薬会社が儲ける為には新たな病原菌患者が必要ですから…

それと同時併合した別のシナリオも念頭に入れれば危険しか感じません。",2020-01-16
660,"去年底，武漢醫護界傳出SARS爆發的消息，官方被迫承認疫情，但堅稱是「不明肺炎」，之後又公佈所謂「新型冠狀病毒」。香港專家指出，該病毒基因與SARS病毒近8成相同。而德國專家日前更直言，#這就是一種SARS病毒。

https://t.co/odyYhTnNQG",2020-01-16
661,The VIX - on a Parabolic SARs Sell Signal - good for liquidity - short and you will be buying back at the highs.  E… https://t.co/9lcZHmQChC,2020-01-16
662,@katsuyatakasu ＳＡＲＳ騒ぎの時に知り合いの医者がブチ切れてたな。中国は隠しきれなく成るまで本当のことを言わないって。,2020-01-16
663,"2003 年 SARS ，我：不想戴口罩，得非典死了算了。

2020 年武汉冠状病毒，我：不想戴口罩，得新型肺炎死了算了。 https://t.co/jIKl79o1Ty",2020-01-16
664,"The country’s response to this outbreak has been far better than to SARS, although even more information-sharing is… https://t.co/EebIRnwe77",2020-01-16
665,@sars_gt @magnuswallera Ja! Vi lägger ut information på våra sociala medier(Facebook och LinkedIn) eller så kan du… https://t.co/Qy80C4Adjd,2020-01-16
666,"Yen Carry Trade - Thumbs Up - on a parabolic SARs signal, which is good for stocks.  The VIX is on a Sell signal to… https://t.co/JRXklBCOAH",2020-01-16
667,あれはSARSかMARSの話だっけ。うろ。,2020-01-16
668,"We are leading interventions in the fight against smuggled or stolen automobile parts and vehicles, working with Sa… https://t.co/yryQFvr2dA",2020-01-16
669,"@8Ew6bXbdxnxkhQy 人多いから！
昔のＳＡＲＳを思い出す…😅
あの時は私はまだ学生だった…",2020-01-16
670,"そうだ…‥これから春節大移動が始まるんだわ…‥

""２００３年に流行した重症急性呼吸器症候群（ＳＡＲＳ）では、春節の帰省ラッシュで感染が全国に広がったため当局も警戒している""
 https://t.co/bxPn2Yyt0Z",2020-01-16
671,"New Pneumonia Virus From China Spreads To Japan...more..https://t.co/0EG2vhcdRO

#China  #Japan  #virus  #pneumonia… https://t.co/2hLhe54p1r",2020-01-16
672,01/16 16:22 日テレ ｎｅｗｓ　ｅｖｅｒｙ． ＜ナゼナニっ？＞新型肺炎・感染ルートは？ＳＡＲＳもコロナの一種 新型肺炎。コロナウイルスのうち人が感染するのは６種類。うち４種類が風邪を引き起こす.. https://t.co/J9qTU7PCzM 682,2020-01-16
673,"中国の謎肺炎：
　SARS（2002年～）のときは、グラウンドゼロから海外に広まるまで3ヶ月くらいかかった。
https://t.co/4eRUCQJql1
　今回は1ヶ月程度で海外に。やはり中国の経済成長に伴い、人の移動が加速されてるからだろうな（対応も進歩してるけど）。",2020-01-16
674,@A_Sokolnicki Detta. I egenskap av dinofantast som erhöll en sån i julklapp kan jag intyga att det togs emot med st… https://t.co/4CBPVhM6Yx,2020-01-16
675,@MeckeringBoy @HaroldHodson2 where they create things like SARS ...they shld all be shut down ...,2020-01-16
676,"중국 우한에서 발생한 사스(SARS) 계열의 신종 코로나바이러스 보균 환자가 태국에 이어 일본에서도 나왔다
https://t.co/rTH3pANvgc",2020-01-16
677,New SARS-Like Virus in China May Spread Between People in Limited Cases https://t.co/Fle39WlA2s #Science https://t.co/n6VjoOB6jX,2020-01-16
678,@elingfors @magnuswallera Intressant! Är det öppna seminarier?,2020-01-16
679,"@Chudykings Nothing is worth tears,save it for when SARS catch you",2020-01-16
680,"續）⭐疾小編提醒：近期將前往中國武漢及鄰近區域的朋友，切記要做好個人防護措施，遠離傳統市場、醫院等場所…不要接觸有呼吸道症狀的病人… https://t.co/e3LuYadK2Z
新聞資訊▶︎… https://t.co/kUTBKwonxP",2020-01-16
681,"The South African Revenue Service (SARS) is warning taxpayers about a number of new scams, spoofing communication t… https://t.co/h0ehnqRPJv",2020-01-16
682,@emily_teffoM I've never had a problem with SARS i find them efficient when it comes to that one,2020-01-16
683,"https://t.co/NOGNcNSHXb FAST FIVE: Mystery SARS-Like Virus Spreads To Japan
#NWO https://t.co/oc5JclUcpL https://t.co/iRqjAKbs4D",2020-01-16
684,"『＃現地で感染した』とみられる。既に発熱していたが解熱剤を飲んで来日。
熱が下がらず日本で病院に来た。
検体採取し、＃新型肺炎、＃コロナウイルス と判明。
長いな💦どこで感染じゃなく、来日して『どこ行ったの？』💦
＃SARS(… https://t.co/3cV5MtHtt7",2020-01-16
685,@CalvinLeJohn @tito_mboweni What will be the next target after the reserve bank I presume it will be SARS and there after close the shop,2020-01-16
686,"SARSが流行した2002-2003年当時、一般の中国国民は海外旅行が許可されていなかったわけで、この春節休暇に、数十万人の旅行者が海外に....😨
しばらく中華圏への出張は控えなきゃ",2020-01-16
687,@Batho05 And Sars 😭,2020-01-16
688,"@octopus663 @YeoKHamster @usapepe ごめんなさい。😭
We have 299 people passed away on 2003 of SARS.
This time CCP gov and hk… https://t.co/4VjcZ2czzI",2020-01-16
689,"ねぇ、入ってきちゃったやん。
コロナウイルスのやつ？？
MARSでもSARSでもないやつ？？
大丈夫？？",2020-01-16
690,新型コロナウイルスには分かっていない事が多いけど、あまり二次感染者は発生していないし、感染力が強いのであれば、週単位で次々増加していくと思われる(SARS、MERSの潜伏期間中央値は7日ぐらい)けど、そういう報道もされていない。,2020-01-16
691,Australian experts monitor potential spread of SARS-like virus closely https://t.co/h765hEu8wE,2020-01-16
692,@K_Reneilwe Sars call center😭😭,2020-01-16
693,今度はコロナウイルス？SARSの時に特効薬の原料になった八角を煮込み料理に使ってみてはいかがでしょう？あとは、丁子、色々入ってるお香やハーブティーなど。 https://t.co/bXR0tEZZGA,2020-01-16
694,"やっぱ日本にSARS？MARS？
来るの早かったね
(((壊ﾟ∀ﾟ)))ｧﾋｬﾋｬﾋｬﾋｬﾋｬﾋｬ",2020-01-16
695,"@caroljsroth AC/DC at SARS concert in Toronto 2003, blew Rolling Stones away",2020-01-16
696,"Tërësisht të panjohur, por i ngjashëm në simptoma me famëkeqin SARS të vitit 2002. https://t.co/mxPe79LSLf",2020-01-16
697,"@sora_kazami 本当それですよね。
SARSも、MARSも騒いだ割に日本人の発症者ないなかったし、
普段通りの感染予防と、過剰な心配は無用だと伝えてほしいです。
感染者の特定とかする人いるんじゃないかと懸念もしています。",2020-01-16
698,SM make sure they ain’t getting the SARS-like virus that’s been going around lately https://t.co/JE1dHn57z5,2020-01-16
699,"WHO says new mysterious China coronavirus linked to SARS could spread, warns hospitals worldwide https://t.co/jPL3Yk3e0V via @abcnews",2020-01-16
700,@simplerommy @SpeedDarlington Lol....I go first block am for SARS hand...that bike man they find am,2020-01-16
701,感染してる人と一緒にいた中国人が熱出してるのに普通に日本に帰国して熱あるから病院行って入院してたって普通に怖い。自分もだけど日本人って危機管理能力ない平和ボケ精神だよね。SARSやMERS程ではないって全然安心できません。,2020-01-16
702,暖冬＆インフル爆発しない→マスク着用率少ない→謎のウイルス感染しやすい→広がる    今のうちにマスクした方がええよ  SARSみたいに強烈なやつでないこと祈るしかないっすね,2020-01-16
703,"速報：菲律宾商场诊所否认接诊来自中国非典病患
一家设在商场的健康之路医疗诊所(Healthway Medical)否认其位于香格里拉广场(Shangri-La Plaza)的一家诊所有一名来自中国的患者被诊断患有非典(SARS)。… https://t.co/WZ2hvDFesS",2020-01-16
704,"https://t.co/Rdf0TVj4d8
Virus baru dari keluarga yang sama dengan patogen SARS yang mematikan dapat menyebar di ant… https://t.co/UrsQ6GOjJI",2020-01-16
705,"China’s new SARS-like virus has spread to Japan, but we still know very little about it https://t.co/Rje2cvmAt1 https://t.co/i5534jycWW",2020-01-16
706,"China's new SARS-like virus has spread to Japan, but we still know very little about it https://t.co/SD7F0Q2v6b",2020-01-16
707,"ＳＡＲＳの時もそうだったけど、一緒に仕事をしていた中国人はＳＡＲＳを知らなかった。今回も中国国内では報道されていないだろうな。
#台湾 #中国 #香港",2020-01-16
708,@tcomemaster 2003年にSARSが世界的にはやったときも、放置して世界中に蔓延させて、やっと郊外に隔離病棟作って鎮圧させたら、CCTVが「我が国が世界を新型肺炎の脅威から救った」とか、もう阿呆かと。,2020-01-16
709,01/16 16:14 日テレ ｎｅｗｓ　ｅｖｅｒｙ． ＜ナゼナニっ？＞新型肺炎・日本で初確認“ＳＡＲＳ”流行で死者も 午前１０時過ぎ、厚生労働省で記者会見が行われた。厚生労働省は「中国で相次ぐ新型肺炎の.. https://t.co/LhV49nU8xF 73,2020-01-16
710,"また中国がやってくれたね。新型コロナウイルスが日本在住の中国人から見つかった。
なぜＳＡＲＳの時の経験が活かされないのか？
#台湾 #中国 #香港",2020-01-16
711,How to check if a SARS email or SMS is a scam https://t.co/wfBx0zHjaQ,2020-01-16
712,"The Sars-like coronavirus, which has hospitalised more than 40 people in China, has been identified in a Japanese r… https://t.co/5je9ZuXLc5",2020-01-16
713,"National News:
Sars has created a section in their website where they post updates of any scams doing the rounds
https://t.co/1yuSBYptud",2020-01-16
714,@FederaSars @RacksterlyCx SARS Dey do racksterly too,2020-01-16
715,"【德專家：武漢肺炎是 SARS 的一種】

中國武漢市 2019/12 月爆發不明原因肺炎疫情，至今累積 41 起病例，1 人死亡，引起各國關注。據《德國之聲》報導，柏林病毒研究專家德羅斯騰（Christian Drosten）表… https://t.co/DDD2O37WQk",2020-01-16
716,"#ClientNews
""D-Day is here: SA expats in for a bumpy ride with SARS""  Claudia Apicella, head of @finemigrationsa… https://t.co/5ggKs5jxxj",2020-01-16
717,"Japan has confirmed the first case of a new SARS-like virus in a traveler who visited the Chinese city of Wuhan, wh… https://t.co/cA5AAdIEQj",2020-01-16
718,"China's new SARS-like virus has spread to Japan, but we still know very little about it https://t.co/ULNyTQJl23",2020-01-16
719,"@debodebsss @saintgvrdvn Better ask them how dem take buy you dah phone, unless you wan dey inside SARS cell till further notice",2020-01-16
720,@Able_Ka_ @Cyryl90 @nwaducheh @Cyryl90 it's a setup o. You remember SARS right?,2020-01-16
721,@LagosTalks913 . Morning all. Jojo do shuku(puffpuff) SARS go see like ebora. Dem no go harass you again.  Dis all… https://t.co/JfOaeBNlFt,2020-01-16
722,@goolammv Ace and Carl: What we need is for Sars to conduct an immediate lifestyle audit going back 10  years. Why… https://t.co/EwCWCjJIL7,2020-01-16
723,德專家：武漢「新型冠狀病毒」就是SARS https://t.co/7ZXTTWPYhJ 来自 @ntdchinese,2020-01-16
724,"@alfchye @OgbeniDipo That story didn't end there bros.
They had to allow me go...
They already have some guys in th… https://t.co/7zIEpyQYAh",2020-01-16
725,"新種SARSコロナウィルス(肺炎)来ました 日本死んだな 終わった…
パンデミック待ったナシ",2020-01-16
726,"@OgbeniDipo @Richie_ixii My friend did his traditional marriage on Tuesday 14th, when we came back to his village h… https://t.co/iDrvkilqfL",2020-01-16
727,Most definitely #BLAME &amp; #Quarantine #China #Japan #Thailand &amp; the rest of the other nations affected #Virus #Viral… https://t.co/8uRHRdDKm3,2020-01-16
728,"#新型コロナウイルス  #新型肺炎  #春節 #中国 #SARS #MERS  #濃厚接触 #肺炎 
感染が拡大する可能性が有るのは否めない

SARSやMERSみたいにならないとは言いきれない https://t.co/uu35CRMbiy",2020-01-16
729,"SARSだっけ？あの頃は独身だったし子供も異なかっけど、武漢の新型コロナウィルスが本土で確認て言われると…

明日から家族全員マスクなっ！
って言うてもなかなか装着してくれないんだよなぁ(-_-;)
お子様はっ(&gt;_&lt;)",2020-01-16
730,https://t.co/tWA3ANIAZC,2020-01-16
731,"SARSの悪夢再び？
とにかくチャイナからは怖いもんが来る。PM2.5、鳥インフル、窃盗団、海上警察、、、台湾では検疫を激烈強化しているそうです。日本も真似しましょう。 https://t.co/Inpvl6c0gB",2020-01-16
732,"@merveiyeux @JustSarahG @gorachelleann @mateoguidicelli this is good for sars, but not for us 🙈",2020-01-16
733,@MattFrieman @PeterDaszak Hypothetical transmission from one infected person in the market to 40 others would requi… https://t.co/qEUvraEYkX,2020-01-16
734,"これでインバウンドもお終いか…

SARSのころ台湾に行ったけど、ほんとにお客さんが減って大変そうだった。台湾の観光協会から富くじを貰い、お小遣いまで頂くほど…

なお当時の台北の街角では日本語全く通じませんでした… https://t.co/8Di9R4ZtJk",2020-01-16
735,SARSとかでもそうだけど、大陸発の病原体で凶悪なヤツ多過ぎじゃね https://t.co/YFLUiyYSg7,2020-01-16
736,中国政府は、WHO（世界保健機構）に「#コロナウイルス」のデータを送ったことで、何とか謎のウイルスは抑え込めるものと思われます。20年前にSARSで痛い目に遭った中国は、迅速に対応しています。… https://t.co/luLQqkMFbn,2020-01-16
737,"@dhammygee_ @officialnairam1 You see that guy on wine hair... he is been cautious incase SARS dey come..😂😂😂.
Nice freestyle",2020-01-16
738,@ruikare_525 あーSARSのですかな？朝からニュースでやってた見たいですけど,2020-01-16
739,@waleola101 @Funkemyfun Naive ones! Who else goes around town boldly in same vehicle robbing people at same place e… https://t.co/VeDLfeesuq,2020-01-16
740,@TebatsoMashiane Probably owes sars alot too,2020-01-16
741,🤣🤣🤣🤣🤣🤣... This one pass Sars oO https://t.co/j6HTvdRfP0,2020-01-16
742,"@lead_cbsb_vtr とうとう日本にもきてしまいましたね💦💦😣
SARSが流行ったころ社員旅行の中国行きがなくなったの思い出しました😥今は中国に行くこともないですが😅",2020-01-16
743,"Be aware, South Africa: This fake message from SARS is a scam https://t.co/f2AbMCg6cG https://t.co/UV4K7UybeN",2020-01-16
744,"Be aware, South Africa: This fake message from SARS is a scam https://t.co/kxhtACX9fD https://t.co/tTVjRQWT4S",2020-01-16
745,"@AndileMlondo Is it coincidence that some of his operation Vula buddies such as Nyanda, Maharaj, Shaik, Gordhan end… https://t.co/Syhh5hehRZ",2020-01-16
746,Mystery SARS-Like Virus Spreads To Japan | Zero Hedge https://t.co/2kdlOssbe2,2020-01-16
747,Coronaviruses are a large family of viruses that can cause infections ranging from the common cold to SARS. A Chine… https://t.co/SDGFKax3Sx,2020-01-16
748,"@tbs_news 神奈川県在住です！😭終わったT_T
治っても隔離出来ないのは神奈川県医療機関に隔離出来る病院がない！受け入れるのがやだ！
SARSの時も同状況でした。。。",2020-01-16
749,"''Kuklayı, şöyle bir sars, tozlarından silkele, ayna karşısına sürükle. Yüzünü gözyaşı izlerinden arındır, gündelik… https://t.co/CEqoWBZkPQ",2020-01-16
750,Naglalabasan na mga best friends ni ate sars!! 💓,2020-01-16
751,Monkey SARS https://t.co/B7xI2n8Z0R,2020-01-16
752,"Is there SARS in Randburg? If so, Where about?",2020-01-16
753,@waleola101 @Funkemyfun Those criminals are SARS officers. Now you know.,2020-01-16
754,"@sarebe_sars
르베님!저 르베님이랑 진짜 친해지고 싶었어요ㅜㅜ
이번 기회에 저랑 좀 더 친해지실래요?😭",2020-01-16
755,"National: According to the revenue service, members of the public are randomly SMSed a ‘letter of demand’ made to l… https://t.co/ykNti0CsV1",2020-01-16
756,"Woahh Congrats Queen Sars 🎊

#TALAparasaTAAL
https://t.co/j6WBw9OdTp",2020-01-16
757,Monologue #新型コロナウイルス 　中国・武漢の市場から出てきたそうで…本日、国内滞在の中国人から発見されたらしい？　前回の #SARS とも違う病原菌らしい？　厚労省も”精密な情報”を出して欲しいもの！人には感染しないが… https://t.co/N9lmsOHOx9,2020-01-16
758,"「SARS（重症急性呼吸器症候群）やMERS（中東呼吸器症候群）の重症度と比べるとかなり低い印象です。」

中国・武漢の新型コロナウイルス感染症について現時点で分かっていること（2020年1月16日現在）(忽那賢志) - Y!ニュ… https://t.co/jk4HHMhBik",2020-01-16
759,@erigganewmoney Won gbe SARS ni handicap,2020-01-16
760,"引け乙様です✨
昔ちょっと絡んでた細菌検査の会社を調べたら非上場でした💔
SARSの時には宅急便で検体(オムツ)が送られてきて、開封するか隔離するか揉めたらしいです。特に株とは関係ありません|電柱|ｮД｀*)ﾓｼﾞﾓｼﾞ・・💕 https://t.co/FqHxvGp8K6",2020-01-16
761,あと現時点で判明している死亡者は1人のみで死亡率を計算すると約2％。SARSが約10％、MERSが約34％と比較してかなり低い。現時点のデータからは感染力も低く、致死率も低いとなる。,2020-01-16
762,@Moodzmm @BiancavanWyk16 On top of it the brands are specified we were told 2 flipfiles the one with the red kangar… https://t.co/1iqKw1d2mB,2020-01-16
763,@officialEFCC If A hilox car filled with police or sars stop me on my vehicle and request for my phone. Is it a law… https://t.co/M3hMC4fCTm,2020-01-16
764,"WHO RINGS WARNING BELLS WORLDWIDE AFTER EMERGENCE OF CHINA'S CORONAVIRUS LINKED TO SARS

Read in Depth --&gt;… https://t.co/hBVJE7dn8A",2020-01-16
765,SARS 2.O??? https://t.co/bz2nCcWV9Y,2020-01-16
766,@lifeofOG_ @thedakoalice They are calling on survivors to come forward so that they can commence legal proceedings… https://t.co/z2pYVTscXW,2020-01-16
767,"@hiro01311130 怖いよね。。
SARSのとき、すごい死者でたよね、確か。。

免疫力高めておかないと(*´･ω･)(･ω･｀*)ﾈｰ

手洗い、うがい、マスクは絶対だね(´；ω；｀)",2020-01-16
768,@iam_damayor 😂 😂 😂.  This is  SARS MONKEY,2020-01-16
769,之前大家担心是sars，发现不是后就没人关注了，其实新型，不明原因，岂不是更危险⚠️ https://t.co/4TaAEYWEQX,2020-01-16
770,@thandostillau Nono you fighting government 😭😭😭 they will send SARS,2020-01-16
771,@keepcnsecurity 是冠状病毒，不是SARS。,2020-01-16
772,@erigganewmoney Won ti gba Sars 🤣,2020-01-16
773,@mjjuniormodel Bros how u dey cope with SARS,2020-01-16
774,"I pray after all this wahala, the Amotekun doesn't turn to another SARS for them. 🧑🏾‍🦯",2020-01-16
775,Outbreak of SARS-Like Virus Widens With First Case in Japan  https://t.co/m00jMtKa5D,2020-01-16
776,@praisegeorge There is security in banana island. And SARS dont come after people leaving in banana island. Infact… https://t.co/KaPseaFu2N,2020-01-16
777,I remember sometime last year when SARS assaulted one tech guy and ALL the big tech hunchos on Twitter threatened f… https://t.co/cdKQTnBMg9,2020-01-16
778,"Lees ""Besmettingen in Japan en Thailand met nieuw virus uit China"" op Nieuwsblik - https://t.co/LdLAGX7Is7 -  Een m… https://t.co/wFvpgCHDJb",2020-01-16
779,@Joelxclusive SARS catch you. Why searching for you?,2020-01-16
780,"@ayaneeee426 あやねぇ、心配だよね
もう退院したって聞いたけど大陸の方たくさん来るしちょっと怖いよね
SARSやMARSみたいに広まらないことを祈るわ🙏",2020-01-16
781,"大竹「SARS、MARSときてるから次あたり俺らくるんじゃない？」
三村「俺ら新型コロナウイルスか！」",2020-01-16
782,China Coronavirus is the new SARS,2020-01-16
783,SARS 바이러스 이야기가 들리는데 이건 또 무슨 일이지? =ㅅ=,2020-01-16
